COD,RUA,REFERENCIA,ABRIGO,LATITUDE,LONGITUDE,ROTA1,ROTA2,ROTA3,ROTA4,ROTA5,ROTA6,ROTA7,ROTA8,ROTA9,ROTA10,ROTA11,ROTA12,ROTA13
502,ANDRE DIAS PEREIRA,333,,-7.288257004693151,-35.893227998167276,944,,,,,,,,,,,,
503,ANDRE DIAS PEREIRA,IGREJA BATISTA,,-7.287242962047458,-35.89469600468874,944,,,,,,,,,,,,
504,ANDRE DIAS PEREIRA,PRACA,SIM,-7.286589005962014,-35.895603010430932,944,,,,,,,,,,,,
505,MAURILIO PACHECO DE BRITO,34A,SIM,-7.288119960576296,-35.896787038072944,944,,,,,,,,,,,,
506,FIRMINO LEOPOLDINO DA COSTA,99,,-7.287188982591033,-35.896357968449593,944,,,,,,,,,,,,
507,ANDRE DIAS PEREIRA,PRACA - OPOSTO,,-7.286650026217103,-35.895612984895706,944,,,,,,,,,,,,
508,ANDRE DIAS PEREIRA,226,,-7.287682006135583,-35.894128968939185,944,,,,,,,,,,,,
509,ANDRE DIAS PEREIRA,MERCADINHO GB,SIM,-7.288333028554916,-35.893218023702502,944,,,,,,,,,,,,
510,JOANA ALVES DE MELO,45,,-7.289149006828666,-35.893223974853754,944,,,,,,,,,,,,
511,GAMA QUATRO,120,,-7.290501007810235,-35.891573997214437,944,,,,,,,,,,,,
512,JOSEFINA DE SOUSA MONTENEGRO,237,,-7.295007035136223,-35.887922002002597,944,,,,,,,,,,,,
513,JOSEFINA DE SOUSA MONTENEGRO,458 - OPOSTO,,-7.296946020796895,-35.886711990460753,944,,,,,,,,,,,,
514,CARMELITA JOSE DOS SANTOS,86 - OPOSTO,,-7.298145974054933,-35.88301096111536,944,,,,,,,,,,,,
515,CARMELITA JOSE DOS SANTOS,180 - OPOSTO,,-7.297965008765459,-35.88111899793148,944,,,,,,,,,,,,
516,CARMELITA JOSE DOS SANTOS,177 - OPOSTO,,-7.297904994338751,-35.8811179921031,944,,,,,,,,,,,,
517,CARMELITA JOSE DOS SANTOS,86,,-7.298106998205185,-35.882904008030891,944,,,,,,,,,,,,
518,FELIPE GOMES DA COSTA,IGREJA,,-7.292924970388413,-35.888848034664989,944,,,,,,,,,,,,
519,FELIPE GOMES DA COSTA,118 - OPOSTO,SIM,-7.292839977890253,-35.889423033222556,944,,,,,,,,,,,,
520,BR-104 (SUL),LANCHONETE DA PEDRA,,-7.29027695953846,-35.890192994847894,944,,,,,,,,,,,,
521,BR-104 (SUL),LANCHONETE DA PEDRA,SIM,-7.290372010320425,-35.890197018161416,944,,,,,,,,,,,,
522,BR-104 (SUL),POSTO DALLAS - OPOSTO,,-7.287701033055782,-35.88975696824491,944,,,,,,,,,,,,
523,BR-104 (SUL),PARQUE DE EXPOSICOES,,-7.285144971683621,-35.889421021565795,944,,,,,,,,,,,,
524,BR-104 (SUL),PARQUE MOTEL,,-7.280093031004071,-35.888958005234599,944,,,,,,,,,,,,
525,ASSIS CHATEAUBRIAND,CAMPO SANTO,,-7.276055971160531,-35.888718031346798,944,,,,,,,,,,,,
526,ASSIS CHATEAUBRIAND,CONAB,,-7.271829983219504,-35.888215033337474,944,,,,,,,,,,,,
527,ASSIS CHATEAUBRIAND,CONAB - OPOSTO,,-7.271266970783472,-35.888278987258673,944,,,,,,,,,,,,
529,TRAVESSA DO JUA,6,,-7.256137970834971,-35.886216033250093,,,,,,,,,,,,,
530,TRAVESSA DO JUA,14,,-7.256189016625285,-35.886536976322532,,,,,,,,,,,,,
531,TAMBOR,358,,-7.254993002861738,-35.886691035702825,,,,,,,,,,,,,
532,TAMBOR,183,,-7.254568040370941,-35.886720037087798,,,,,,,,,,,,,
533,TAMBOR,233 - OPOSTO,,-7.252970030531287,-35.88668298907578,,,,,,,,,,,,,
534,TAMBOR,209 - VIZINHO,,-7.252746988087893,-35.886665973812342,,,,,,,,,,,,,
535,TAMBOR,103 - OPOSTO,,-7.251583999022842,-35.886872000992298,,,,,,,,,,,,,
536,TAMBOR,12,,-7.250843038782477,-35.887190010398626,,,,,,,,,,,,,
537,TRAVESSA VENEZUELA,RETIFICA PARAIBANA,SIM,-7.247374020516872,-35.886807041242719,,,,,,,,,,,,,
538,VINTE E QUATRO DE MAIO,916,,-7.242022007703781,-35.886046970263124,,,,,,,,,,,,,
539,VINTE E QUATRO DE MAIO,618,,-7.23952897824347,-35.886073037981987,,,,,,,,,,,,,
540,VINTE E QUATRO DE MAIO,592,,-7.23935597576201,-35.886077983304858,,,,,,,,,,,,,
541,VINTE E QUATRO DE MAIO,293 - OPOSTO,,-7.236644010990858,-35.885984022170305,,,,,,,,,,,,,
542,VINTE E QUATRO DE MAIO,255,,-7.236344022676349,-35.88595200330019,,,,,,,,,,,,,
544,PRUDENTE DE MORAIS,400 - OPOSTO,SIM,-7.233587969094515,-35.885191010311246,,,,,,,,,,,,,
546,PRUDENTE DE MORAIS,148,,-7.231603972613812,-35.88453303091228,,,,,,,,,,,,,
547,PRUDENTE DE MORAIS,163A,,-7.231288980692625,-35.884494977071881,,,,,,,,,,,,,
548,ASSIS CHATEAUBRIAND,300,,-7.230754969641566,-35.889254976063967,055,500,555,,,,,,,,,,
549,DUQUE DE CAXIAS,109,,-7.2235659789294,-35.897933011874557,055,500,,,,,,,,,,,
550,JOSE DE ALENCAR,ESTADUAL DA PRATA,,-7.221707040444017,-35.897802002727985,055,500,,,,,,,,,,,
551,JOSE DE ALENCAR,ATECEL,,-7.2211570199579,-35.899969981983304,055,500,,,,,,,,,,,
552,JOSE DE ALENCAR,1100,,-7.220536004751921,-35.902423029765487,055,500,,,,,,,,,,,
553,MARIA DE LOURDES CRISPIM LIMA,CONDOMINIO FORTALEZA,,-7.220196034759283,-35.905441017821431,500,,,,,,,,,,,,
554,EDMUNDO PEREIRA DE ASSIS,97,,-7.219038996845484,-35.905273966491222,500,,,,,,,,,,,,
555,ANTONIO JOAQUIM PEQUENO,258,,-7.218388980254531,-35.907483017072082,500,,,,,,,,,,,,
556,VINTE E SETE DE JULHO,PONTO DAS PLANTAS - OPOSTO,SIM,-7.217310983687639,-35.913812024518847,222,055,500,,,,,,,,,,
557,VINTE E SETE DE JULHO,CONFORTEL - OPOSTO,SIM,-7.220836998894811,-35.913502983748913,055,222,500,,,,,,,,,,
558,RICARDO WAGNER DA SILVEIRA PAZ,149 - OPOSTO,,-7.219827985391021,-35.912248967215419,500,550,,,,,,,,,,,
559,RICARDO WAGNER DA SILVEIRA PAZ,88 - OPOSTO,,-7.217694036662579,-35.912347035482526,500,550,,,,,,,,,,,
560,RODRIGUES ALVES,FIT ACADEMIA,,-7.217996036633849,-35.906547009944916,500,263,,,,,,,,,,,
561,RODRIGUES ALVES,CLINICA SANTA MARIA - OPOSTO,,-7.218352016061544,-35.904812039807439,500,263,,,,,,,,,,,
562,RODRIGUES ALVES,1183,,-7.219231026247144,-35.901131965219975,500,263,,,,,,,,,,,
563,JOSE DE ALENCAR,794 - OPOSTO,,-7.221396993845701,-35.899363970384002,500,550,,,,,,,,,,,
564,JOSE DE ALENCAR,238 - OPOSTO,,-7.222455041483045,-35.895116021856666,500,,,,,,,,,,,,
565,ANTENOR NAVARRO,310,,-7.221532026305795,-35.89433298446238,500,,,,,,,,,,,,
566,RODRIGUES ALVES,CASA DA PIZZA,,-7.221632022410631,-35.891829980537295,500,903,020,263,300,303,333,,,,,,
579,SEVERINO BEZERRA CABRAL,EXTRA,SIM,-7.234866041690111,-35.868728030472994,505,955,092,550,555,,,,,,,,
582,NILO PECANHA,446,,-7.219613995403051,-35.895453980192542,333,263,,,,,,,,,,,
583,NILO PECANHA,762,,-7.222660984843969,-35.896250009536743,550,,,,,,,,,,,,
584,PROFESSOR CARLOS FRANCISCO MEDEIROS DE ALMEIDA,MONTE CARMELO,,-7.221866967156529,-35.903104981407523,055,,,,,,,,,,,,
585,SANTA LUZIA,129,,-7.221846012398601,-35.905196014791727,055,,,,,,,,,,,,
586,SANTA LUZIA,48,SIM,-7.22195397131145,-35.905323000624776,055,,,,,,,,,,,,
587,SANTA LUZIA,187,,-7.223637979477644,-35.907965982332826,055,,,,,,,,,,,,
588,VINTE E SETE DE JULHO,300 - OPOSTO,SIM,-7.227355018258095,-35.913368035107851,055,222,,,,,,,,,,,
589,ALMEIDA BARRETO,2818 - OPOSTO,SIM,-7.229104992002249,-35.910236975178123,055,222,,,,,,,,,,,
590,ALMEIDA BARRETO,2588 - OPOSTO,SIM,-7.22919300198555,-35.908230012282729,055,222,,,,,,,,,,,
591,ALMEIDA BARRETO,2028 - OPOSTO,SIM,-7.229324011132121,-35.90591199696064,055,222,,,,,,,,,,,
592,ALMEIDA BARRETO,2026,,-7.22923600114882,-35.906249033287168,202,550,,,,,,,,,,,
593,ALMEIDA BARRETO,2524,,-7.229142962023616,-35.907578989863396,202,550,,,,,,,,,,,
594,ALMEIDA BARRETO,2706,,-7.229052018374205,-35.909290993586183,202,550,,,,,,,,,,,
595,ALMEIDA BARRETO,2848,,-7.228984963148832,-35.910473009571433,222,550,,,,,,,,,,,
596,APRIGIO VELOSO,1495 - OPOSTO,SIM,-7.216336000710726,-35.91620497405529,903,263,020,333,,,,,,,,,
597,PORTUGAL,255 - OPOSTO,,-7.214297018945217,-35.919752027839422,903,263,020,333,,,,,,,,,
598,BR-230,MASTODONTE,SIM,-7.197119984775782,-35.955746015533805,903,,,,,,,,,,,,
599,BENICIO FERNANDES,352 - SAO JOSE DA MATA,SIM,-7.180605959147215,-35.984829962253571,903,,,,,,,,,,,,
600,MONSENHOR SALES,LAVA JATO - SAO JOSE DA MATA,SIM,-7.184027032926679,-35.981542998924851,903,,,,,,,,,,,,
601,BR-230,CHURRASCARIA RECANTO DAS AGUAS,SIM,-7.186319986358285,-35.971540035679936,903,,,,,,,,,,,,
602,BR-230,5825,SIM,-7.188067026436329,-35.968804014846683,903,,,,,,,,,,,,
603,BR-230,4385,SIM,-7.195101035758853,-35.962180970236659,903,,,,,,,,,,,,
604,BR-230,3425,SIM,-7.199032986536622,-35.953638972714543,903,,,,,,,,,,,,
605,BR-230,ESCOLA MUNICIPAL MAURO LUNA,SIM,-7.200688999146223,-35.95268502831459,903,,,,,,,,,,,,
606,APRIGIO VELOSO,COLEGIO CARMELA VELOSO,SIM,-7.216616962105036,-35.915326969698071,903,,,,,,,,,,,,
608,BR-230,2105 - OPOSTO,SIM,-7.205248000100255,-35.950070964172482,903,,,,,,,,,,,,
609,BR-230,ESCOLA IRMA JOAQUINA SAMPAIO,SIM,-7.208444019779563,-35.946581996977329,903,,,,,,,,,,,,
610,RAFAELA SOUSA E SILVA,J.N. CARNES,SIM,-7.227204982191324,-35.951614994555712,903,,,,,,,,,,,,
611,RAFAELA SOUSA E SILVA,18,SIM,-7.225909978151321,-35.950433984398842,903,,,,,,,,,,,,
612,RAFAELA SOUSA E SILVA,28 - OPOSTO,,-7.224615979939699,-35.949206035584211,903,,,,,,,,,,,,
613,RAFAELA SOUSA E SILVA,54 - OPOSTO,SIM,-7.223359029740095,-35.94877302646637,903,,,,,,,,,,,,
614,RAFAELA SOUSA E SILVA,,,-7.220800034701824,-35.950849978253245,903,,,,,,,,,,,,
615,RAFAELA SOUSA E SILVA,,,-7.219862015917897,-35.951129011809826,903,,,,,,,,,,,,
616,ARISTIDES OLIMPIO MAIA,PRESIDIO DO SERROTAO,SIM,-7.216864982619882,-35.951015017926693,903,,,,,,,,,,,,
617,ARISTIDES OLIMPIO MAIA,9A - OPOSTO,,-7.214257959276438,-35.949135040864348,903,,,,,,,,,,,,
618,BR-230,828 - OPOSTO,SIM,-7.210505967959762,-35.940056014806032,903,,,,,,,,,,,,
619,BR-230,,SIM,-7.210646029561758,-35.933462977409363,903,,,,,,,,,,,,
620,BR-230,1479,SIM,-7.211549011990428,-35.930354967713356,903,,,,,,,,,,,,
621,BR-230,1365,SIM,-7.212834963575006,-35.92821397818625,903,,,,,,,,,,,,
622,BR-230,1016 - OPOSTO,,-7.213719002902508,-35.926401978358626,903,,,,,,,,,,,,
623,PORTUGAL,55,,-7.215509964153171,-35.918688029050827,263,903,020,303,300,222,,,,,,,
625,GETULIO VARGAS,1127,SIM,-7.216893984004855,-35.89512599632144,333,903,,,,,,,,,,,
626,GETULIO VARGAS,948 - OPOSTO,,-7.217282988131046,-35.893570985645056,333,903,,,,,,,,,,,
627,CARMELITA SILVA DE ARAUJO,373 - OPOSTO,,-7.254422027617693,-35.926071982830763,077,,,,,,,,,,,,
628,CARMELITA SILVA DE ARAUJO,664,,-7.253968985751271,-35.923545006662607,077,,,,,,,,,,,,
629,OTAVIO BATISTA CABRAL (TRAVESSA),ESCOLA MUNICIPAL,SIM,-7.253616023808718,-35.920275980606675,077,,,,,,,,,,,,
630,OTAVIO BATISTA CABRAL,808,,-7.255163993686438,-35.920744026079774,077,,,,,,,,,,,,
631,OTAVIO BATISTA CABRAL,DISTRIBUIDORA DE GAS,,-7.257075989618897,-35.920273968949914,077,,,,,,,,,,,,
632,OTAVIO BATISTA CABRAL,Q-7; L-7,,-7.258465038612485,-35.920030977576971,077,,,,,,,,,,,,
633,OTAVIO BATISTA CABRAL,Q-9; L-24,,-7.259447984397411,-35.919863004237413,077,,,,,,,,,,,,
634,PROJETADA,Q-I; MINI BOX JOSIENE,,-7.260277960449457,-35.921336961910129,077,,,,,,,,,,,,
635,PROJETADA,"Q-8, 529",SIM,-7.258158009499311,-35.922255031764507,077,,,,,,,,,,,,
636,PROJETADA,"Q-14, 390",,-7.257377989590168,-35.923956977203488,077,,,,,,,,,,,,
637,STENIO MOZART BEZERRA DE LIMA,451,,-7.255907971411943,-35.925798984244466,077,,,,,,,,,,,,
638,ARQUITETO RENATO AZEVEDO,194A - LATERAL,,-7.255286034196615,-35.927669992670417,077,,,,,,,,,,,,
639,LINDOLFO ALBUQUERQUE,524 - VIZINHO,,-7.252480024471879,-35.919980015605688,077,,,,,,,,,,,,
640,OTAVIO BATISTA CABRAL,80,,-7.249226002022624,-35.922614028677344,077,,,,,,,,,,,,
641,JOSE NOGUEIRA PEREIRA,46,,-7.248482024297118,-35.921980021521449,077,,,,,,,,,,,,
642,JOSE NOGUEIRA PEREIRA,7B,,-7.249849028885365,-35.921373004093766,077,,,,,,,,,,,,
643,JOSE NOGUEIRA PEREIRA,387 - OPOSTO,,-7.251349976286292,-35.920917028561234,077,,,,,,,,,,,,
644,APRIGIO NEPOMUCENO,1303,,-7.244185963645577,-35.900963991880417,245,,,,,,,,,,,,
645,APRIGIO NEPOMUCENO,1247,,-7.243973985314369,-35.899059036746621,245,111,,,,,,,,,,,
646,APRIGIO NEPOMUCENO,97 - OPOSTO,,-7.242804039269686,-35.889016008004546,245,,,,,,,,,,,,
647,APRIGIO NEPOMUCENO,33,,-7.242712005972862,-35.888413013890386,245,,,,,,,,,,,,
648,UMBURANAS,40,,-7.249074038118124,-35.924364002421498,245,222,,,,,,,,,,,
649,UMBURANAS,200,,-7.247737962752581,-35.924937995150685,245,222,,,,,,,,,,,
650,UMBURANAS,AGILDO MAGAZINE,,-7.246482018381357,-35.925446022301912,245,222,,,,,,,,,,,
651,JABUTICABEIRAS,133,,-7.245381977409124,-35.924452012404799,245,222,,,,,,,,,,,
652,JAMILA ABRAAO JORGE,ESCOLA SEVERINO CABRAL,SIM,-7.24270798265934,-35.923477029427886,245,222,,,,,,,,,,,
653,AVELOZES,64,,-7.240982986986637,-35.924006011337042,245,222,022,,,,,,,,,,
654,PLINIO LEMOS,MATERIAL DE CONSTRUCAO,SIM,-7.239052969962359,-35.923218028619885,245,222,022,,,,,,,,,,
655,PLINIO LEMOS,MERCADO DAS MALVINAS - OPOSTO,,-7.236614003777504,-35.924213966354728,245,222,660,,,,,,,,,,
656,PLINIO LEMOS,PIRAMIDAL BAR - OPOSTO,SIM,-7.234399002045393,-35.925132036209106,660,222,245,,,,,,,,,,
657,PLINIO LEMOS,380 - OPOSTO,SIM,-7.231712015345693,-35.926256971433759,660,245,263,222,,,,,,,,,
658,LEONARDO COSTA VASCONCELOS,07,,-7.230767039582133,-35.924979988485575,660,222,245,263,,,,,,,,,
659,LEONARDO COSTA VASCONCELOS,RESTAURANTE VITORIA - OPOSTO,,-7.230428997427225,-35.924114976078272,660,222,245,263,,,,,,,,,
660,GUARABIRA,VERA CABELEREIRA - OPOSTO,,-7.230516001582146,-35.922558959573507,660,222,245,263,,,,,,,,,
661,SEBASTIAO MARTINS DE OLIVEIRA,HAIR FLY - OPOSTO,SIM,-7.229632968083024,-35.92112397775054,660,222,245,263,,,,,,,,,
662,FLORIPEDES COUTINHO,558,SIM,-7.228069994598627,-35.921384990215302,245,263,,,,,,,,,,,
663,FLORIPEDES COUTINHO,1320 - OPOSTO,SIM,-7.22575600259006,-35.921478029340506,245,263,,,,,,,,,,,
664,FLORIPEDES COUTINHO,955,,-7.222713958472014,-35.921571990475059,245,263,,,,,,,,,,,
