"","COD","RUA","REFERENCIA","ABRIGO","LATITUDE","LONGITUDE","ROTA"
"287","288","ASSIS CHATEAUBRIAND ","BETONITA","SIM",-7.25960799492896,-35.8872230350971,"944"
"288","289","ASSIS CHATEAUBRIAND ","COTEBRAS","SIM",-7.26196196861565,-35.8874449878931,"944"
"289","290","ASSIS CHATEAUBRIAND ","REPLASTIL","",-7.26351203396916,-35.8876039925963,"944"
"290","291","ASSIS CHATEAUBRIAND ","ALPARGATAS","SIM",-7.26659196428955,-35.8878560364246,"944"
"291","292","ASSIS CHATEAUBRIAND ","SESI - OPOSTO","SIM",-7.26914701983333,-35.8880879636854,"944"
"292","293","ASSIS CHATEAUBRIAND ","VIPEX","",-7.27050798945129,-35.8880660030991,"944"
"293","294","ASSIS CHATEAUBRIAND"," CINEP","SIM",-7.26874502375722,-35.8879130333662,"944"
"294","295","ASSIS CHATEAUBRIAND ","LANCHONETE VIDA NOVA","SIM",-7.26728104054928,-35.8877820242196,"944"
"295","296","ASSIS CHATEAUBRIAND ","SILVANA","SIM",-7.26635098457336,-35.887700971216,"944"
"296","297","ASSIS CHATEAUBRIAND ","BAR DO PAREDAO - OPOSTO","SIM",-7.26504500024021,-35.8875670284033,"944"
"297","298","ASSIS CHATEAUBRIAND ","BARRACA SAO JOSE","SIM",-7.26353600621224,-35.887450017035,"944"
"298","299","ASSIS CHATEAUBRIAND ","FENOPLAST","SIM",-7.26180899888277,-35.8872810378671,"944"
"299","300","ASSIS CHATEAUBRIAND ","NAZARIA","SIM",-7.25756599567831,-35.8870480209589,"944"
"300","301","ASSIS CHATEAUBRIAND","2935","",-7.255590967834,-35.8871310018003,"944"
"301","302","ASSIS CHATEAUBRIAND ","VOLVO - OPOSTO","SIM",-7.25103498436511,-35.887220017612,"944"
"1325","315","ASSIS CHATEAUBRIAND ","CARAJAS","SIM",-7.24034797400236,-35.8880599681288,"944"
"1326","316","ASSIS CHATEAUBRIAND ","FELINTO","SIM",-7.23879002965987,-35.8882649894804,"944"
"1327","317","ASSIS CHATEAUBRIAND"," POSTO IPIRANGA - OPOSTO","",-7.23619599826634,-35.8885619603097,"944"
"1328","318","ASSIS CHATEAUBRIAND"," 557","",-7.23346500657499,-35.8888419996947,"944"
"318","319","ASSIS CHATEAUBRIAND"," RIO DO PEIXE","SIM",-7.23088497295976,-35.8891659602523,"944"
"497","498","BR-104 (SUL)","POSTO DALLAS","",-7.28792700916529,-35.88992100209,"944"
"498","499","GAMA QUATRO","","",-7.29043101891875,-35.890875030309,"944"
"499","500","SEVERINO JOSE DE BRITO","","",-7.2900730278343,-35.8922159671783,"944"
"500","501","JOANA ALVES DE MELO","55","",-7.2892769984901,-35.8929659798741,"944"
"501","502","ANDRE DIAS PEREIRA","333","",-7.28825700469315,-35.8932279981673,"944"
"502","503","ANDRE DIAS PEREIRA","IGREJA BATISTA","",-7.28724296204746,-35.8946960046887,"944"
"503","504","ANDRE DIAS PEREIRA","PRACA","SIM",-7.28658900596201,-35.8956030104309,"944"
"504","505","MAURILIO PACHECO DE BRITO","34A","SIM",-7.2881199605763,-35.8967870380729,"944"
"505","506","FIRMINO LEOPOLDINO DA COSTA","99","",-7.28718898259103,-35.8963579684496,"944"
"506","507","ANDRE DIAS PEREIRA","PRACA - OPOSTO","",-7.2866500262171,-35.8956129848957,"944"
"507","508","ANDRE DIAS PEREIRA","226","",-7.28768200613558,-35.8941289689392,"944"
"508","509","ANDRE DIAS PEREIRA","MERCADINHO GB","SIM",-7.28833302855492,-35.8932180237025,"944"
"509","510","JOANA ALVES DE MELO","45","",-7.28914900682867,-35.8932239748538,"944"
"510","511","GAMA QUATRO","120","",-7.29050100781024,-35.8915739972144,"944"
"511","512","JOSEFINA DE SOUSA MONTENEGRO","237","",-7.29500703513622,-35.8879220020026,"944"
"512","513","JOSEFINA DE SOUSA MONTENEGRO","458 - OPOSTO","",-7.2969460207969,-35.8867119904608,"944"
"513","514","CARMELITA JOSE DOS SANTOS","86 - OPOSTO","",-7.29814597405493,-35.8830109611154,"944"
"514","515","CARMELITA JOSE DOS SANTOS","180 - OPOSTO","",-7.29796500876546,-35.8811189979315,"944"
"515","516","CARMELITA JOSE DOS SANTOS","177 - OPOSTO","",-7.29790499433875,-35.8811179921031,"944"
"516","517","CARMELITA JOSE DOS SANTOS","86","",-7.29810699820518,-35.8829040080309,"944"
"517","518","FELIPE GOMES DA COSTA","IGREJA","",-7.29292497038841,-35.888848034665,"944"
"518","519","FELIPE GOMES DA COSTA","118 - OPOSTO","SIM",-7.29283997789025,-35.8894230332226,"944"
"519","520","BR-104 (SUL)","LANCHONETE DA PEDRA","",-7.29027695953846,-35.8901929948479,"944"
"520","521","BR-104 (SUL)","LANCHONETE DA PEDRA","SIM",-7.29037201032043,-35.8901970181614,"944"
"521","522","BR-104 (SUL)","POSTO DALLAS - OPOSTO","",-7.28770103305578,-35.8897569682449,"944"
"522","523","BR-104 (SUL)","PARQUE DE EXPOSICOES","",-7.28514497168362,-35.8894210215658,"944"
"523","524","BR-104 (SUL)","PARQUE MOTEL","",-7.28009303100407,-35.8889580052346,"944"
"524","525","ASSIS CHATEAUBRIAND","CAMPO SANTO","",-7.27605597116053,-35.8887180313468,"944"
"525","526","ASSIS CHATEAUBRIAND","CONAB","",-7.2718299832195,-35.8882150333375,"944"
"526","527","ASSIS CHATEAUBRIAND","CONAB - OPOSTO","",-7.27126697078347,-35.8882789872587,"944"
"527","528","VIGARIO CALIXTO"," LUIZA MOTTA","SIM",-7.23424402065575,-35.8794479817152,"944"
"2748","729","VILA NOVA DA RAINHA","COLEGIO 11 DE OUTUBRO","",-7.22036199644208,-35.8793359994888,"944"
"2749","730","VILA NOVA DA RAINHA","141","",-7.22183695994318,-35.8782089687884,"944"
"2750","731","VILA NOVA DA RAINHA","23 - VIZINHO","",-7.2226230148226,-35.8775889594108,"944"
"792","795","ASSIS CHATEAUBRIAND","ART DESIGN - VIZINHO","",-7.24315498955548,-35.8877640031278,"944"
"3140","108","FLORIANO PEIXOTO"," 289E","",-7.22042603418231,-35.8860130235553,"945"
"2027","004","BR-230","560","SIM",-7.23794496618211,-35.8661680296063,"955"
"2028","007","BR-230","IGREJA PETENCOSTAL","SIM",-7.23889103159308,-35.864332979545,"955"
"10","011","BR-230","TERMO-PU - OPOSTO","",-7.24310101009905,-35.8558720350266,"955"
"2066","045","JANUNCIO FERREIRA","SOLON DE LUCENA","SIM",-7.2152219619602,-35.8818120136857,"955"
"2067","046","JANUNCIO FERREIRA","JORNAL CORREIO","SIM",-7.21593601629138,-35.8790339995175,"955"
"94","095","BR-230","5995","SIM",-7.25228103809059,-35.8365700207651,"955"
"95","096","BR-230","5725","SIM",-7.25078302435577,-35.8404990378767,"955"
"206","207","MANOEL GONCALVES DE GUMARAES ","FIEP","SIM",-7.22221397794783,-35.8756030350924,"955"
"207","208","JILO GUEDES","39","SIM",-7.21866801381111,-35.8754870295525,"955"
"4255","212","JILO GUEDES ","BORBAO","SIM",-7.21887102350593,-35.8757740259171,"955"
"3248","216","SEVERINO BEZERRA CABRAL ","ESCOLA NORMAL","",-7.23010897636414,-35.8728869631886,"955"
"3249","217","SEVERINO BEZERRA CABRAL ","ESCOLA NORMAL","SIM",-7.23025700077415,-35.8727790042758,"955"
"3250","218","SEVERINO BEZERRA CABRAL ","AUTO SHOPPING - OPOSTO","SIM",-7.23250301554799,-35.8709580358118,"955"
"3251","219","SEVERINO BEZERRA CABRAL ","COPASA","SIM",-7.23531497642398,-35.8686000388116,"955"
"1230","220","SEVERINO BEZERRA CABRAL"," EXTRA","SIM",-7.23486604169011,-35.868728030473,"955"
"1231","221","SEVERINO BEZERRA CABRAL ","POLÍCIA FEDERAL","",-7.23320298828185,-35.8700950350612,"955"
"1232","222","SEVERINO BEZERRA CABRAL ","AUTO-MOTIVA","",-7.22968401387334,-35.8730169665068,"955"
"1233","223","SEVERINO BEZERRA CABRAL ","AUTO-MOTIVA","SIM",-7.2295459639281,-35.8731240034103,"955"
"1234","224","SEVERINO BEZERRA CABRAL"," 205","",-7.22659796476364,-35.8755740337074,"955"
"229","230","SEVERINO BEZERRA CABRAL ","HOSPITAL MARIANA","SIM",-7.22638506442308,-35.8759453520179,"955"
"3609","577","SEVERINO BEZERRA CABRAL ","COPASA","SIM",-7.23531497642398,-35.8686000388116,"955"
"3610","578","SEVERINO BEZERRA CABRAL ","COPASA","SIM",-7.23531497642398,-35.8686000388116,"955"
"1589","579","SEVERINO BEZERRA CABRAL ","EXTRA","SIM",-7.23486604169011,-35.868728030473,"955"
"4771","730","VILA NOVA DA RAINHA","141","",-7.22183695994318,-35.8782089687884,"955"
"4772","731","VILA NOVA DA RAINHA","23 - VIZINHO","",-7.2226230148226,-35.8775889594108,"955"
"3762","732","JOAO FLORENTINO DE CARVALHO","VIALUZ - OPOSTO","",-7.22433501854539,-35.8767849672586,"955"
